__LOG [19:28:49] : ID: 68, ERROR : 10054 , Shutdown From Server

__LOG [19:28:49] : ID: 69, ERROR : 10054 , Shutdown From Server

__LOG [19:28:49] : ID: 70, ERROR : 10054 , Shutdown From Server

__LOG [19:28:49] : ID: 71, ERROR : 10054 , Shutdown From Server

__LOG [19:28:49] : ID: 72, ERROR : 10054 , Shutdown From Server

__LOG [19:28:49] : ID: 73, ERROR : 10054 , Shutdown From Server

__LOG [19:28:49] : ID: 74, ERROR : 10054 , Shutdown From Server

__LOG [19:28:49] : ID: 75, ERROR : 10054 , Shutdown From Server

__LOG [19:28:49] : ID: 76, ERROR : 10054 , Shutdown From Server

